42.346649,-83.026264
42.410869,-83.139998
42.366633,-83.227839
42.441646,-82.964086
42.306563,-83.124988
42.409583,-83.246064
42.342967,-83.074279
42.418937,-83.052867
42.433577,-83.197964
42.361003,-83.152298
42.422109,-82.954460
42.413741,-82.994427
42.391803,-83.200684
42.359666,-83.112164
42.343407,-83.213412
42.333053,-83.048296
42.373863,-82.950347
42.433646,-83.157042
42.437033,-83.029643
42.397184,-82.968674
42.270247,-83.156890
42.385110,-83.014586
42.334105,-83.133300
42.411327,-83.174786
42.408299,-82.931801
42.347738,-83.238579
42.432941,-83.106365
42.376112,-83.083283
42.433224,-83.238289
42.386341,-83.125855
42.425899,-83.273699
42.411499,-83.210220
42.382733,-83.162443
42.319264,-83.096711
42.436646,-82.993482
42.386865,-83.253601
42.362952,-82.994684
42.436451,-83.074354
42.355648,-83.060795
42.364810,-83.190327
