42.4370304,-83.0297460
42.3823919,-83.1564771
42.3514370,-83.0655263
42.4141645,-83.2042792
42.3974167,-82.9510829
42.3339260,-83.1335495
42.4329668,-83.1062912
42.3434497,-83.2135958
42.4319855,-83.2356663
42.4246019,-83.2691095
42.3596394,-82.9974660
42.4358022,-82.9944386
42.3067339,-83.1237750
42.4130208,-82.9292722
42.3329462,-83.0494326
42.3592677,-83.1113890
42.4116093,-83.1722483
42.4415542,-82.9644388
42.3651158,-83.1894530
42.3671999,-83.2277311
42.3840753,-82.9838733
42.4364448,-83.0743621
42.4339773,-83.1563741
42.4036982,-83.2334309
42.2702908,-83.1568727
42.3222406,-83.0943789
42.3757086,-83.0823951
42.4106096,-82.9913866
42.4341933,-83.1963806
42.4110244,-83.1392378
42.4190081,-83.0528289
42.3481859,-83.2387951
42.3890520,-83.2587905
42.3708056,-82.9511384
42.3844989,-83.0188480
42.4215532,-82.9567375
42.3919374,-83.1974833
42.3467437,-83.0275964
42.3608294,-83.1513599
42.3870964,-83.1233169
