42.4059134,-82.9557889
42.4279804,-83.2700824
42.3591318,-83.0045809
42.3291743,-83.0416970
42.3763043,-83.1155460
42.4092634,-83.0438104
42.3766493,-83.0184530
42.3765992,-83.0388014
42.3856627,-82.9714535
42.3953847,-83.1832498
42.3492579,-83.1085357
42.4080710,-82.9871845
42.4382233,-83.2365317
42.3709804,-83.0971338
42.4161777,-83.0398232
42.4282244,-83.0746261
42.3439888,-83.0807963
42.3587253,-82.9369426
42.3985948,-83.1689513
42.3266006,-83.1447791
42.3872438,-83.0130068
42.3628871,-82.9911335
42.4209424,-83.0006661
42.3701018,-83.1098115
42.4345822,-83.2546454
42.3361423,-83.0462340
42.3280357,-83.1289022
42.3578868,-83.0477046
42.3431045,-83.1213640
42.3357187,-83.0857838
42.3908185,-83.0876171
42.3625850,-82.9841044
42.3343036,-83.0231000
42.3235718,-83.0767365
42.3540704,-82.9816901
42.3594252,-83.1359093
42.4325291,-83.0194423
42.4474703,-82.9732918
42.2986795,-83.1303645
42.4457945,-83.0812234
42.3574998,-82.9428996
42.3488241,-83.1458615
42.4083115,-83.2154455
42.3547793,-82.9892777
42.3889857,-83.2582093
42.4217548,-83.2643445
42.3985602,-82.9236799
42.4363753,-83.0567403
42.4004669,-82.9934157
42.4267839,-82.9666938
