42.3697583,-83.0199730
42.4388949,-83.1675294
42.4279648,-82.9906901
42.3155514,-83.1086955
42.3918992,-83.0109034
42.3394782,-83.0269213
42.3590528,-82.9989187
42.3316173,-83.0463363
42.3757576,-83.2235520
42.3332526,-83.0494921
42.3488241,-83.1458615
42.3405690,-83.0612157
42.3312785,-83.0787871
42.3459421,-83.0871626
42.3856627,-82.9714535
42.4456724,-83.0614052
42.3977793,-83.2370664
42.4111306,-83.2570725
42.3280357,-83.1289022
42.4474703,-82.9732918
42.3681722,-83.1796926
42.3744873,-83.0701383
42.4363753,-83.0567403
42.3594948,-82.9310326
42.3202284,-83.0955593
42.4298162,-83.0458143
42.4273005,-83.0287800
42.3562451,-83.0245247
42.3698697,-83.1056300
42.3635514,-82.9451941
42.3130725,-83.1046513
42.4280021,-83.2017142
42.3325844,-83.0528910
42.3701395,-83.1967487
42.3477379,-83.0809425
42.3343036,-83.0231000
42.4121677,-83.2025678
42.3522386,-83.0852044
42.3926159,-83.2761509
42.3005314,-83.1035503
42.4387215,-83.2825348
42.4295084,-83.0578409
42.3638164,-83.0181943
42.3380555,-83.0785632
42.3361423,-83.0462340
42.3808519,-83.2748777
42.3554843,-83.0227977
42.4390693,-83.2085897
42.3474658,-83.0650930
42.3594252,-83.1359093
