42.3540014,-83.0831806
42.3920440,-83.2198461
42.3744873,-83.0701383
42.3280357,-83.1289022
42.3488241,-83.1458615
42.4407925,-83.2157986
42.3935654,-82.9841514
42.3836347,-83.1567324
42.4411126,-83.1406658
42.3459421,-83.0871626
42.3768762,-83.1007589
42.3647763,-83.1428667
42.4473434,-82.9534964
42.4161777,-83.0398232
42.3587253,-82.9369426
42.3899302,-83.1251576
42.4203034,-82.9526735
42.3590528,-82.9989187
42.4231169,-82.9339671
42.3258173,-83.1125505
42.3001305,-83.0987285
42.4012399,-83.2063935
42.3784721,-83.2071263
42.4172578,-83.0713975
42.3005314,-83.1035503
42.3418475,-83.0961896
42.4306694,-83.0079513
42.4279648,-82.9906901
42.3821686,-83.1382367
42.3491630,-83.2024668
42.3884776,-83.2415364
42.3981084,-82.9565182
42.4335297,-83.0401031
42.4151099,-82.9211084
42.4432579,-83.1580257
42.3372920,-83.0336586
42.4317560,-83.1276352
42.3915991,-83.0028022
42.3669059,-82.9996038
42.3547115,-82.9611114
42.2871656,-83.1487348
42.3490180,-83.0662453
42.3492579,-83.1085357
42.4209424,-83.0006661
42.3299142,-83.1187626
42.3709804,-83.0971338
42.4111306,-83.2570725
42.4174852,-83.0760197
42.3591036,-83.0932172
42.3130725,-83.1046513
